"","county","year","dem.vote","dem.vote.perc","rep.vote","rep.vote.perc","oth.vote","oth.vote.perc","num.diff","perc.diff","winning.party","winner","turnout","turnout.perc","total.voting.age","dem.change","rep.change","oth.change","swing.num","swing.perc","swing.turnout","swing.turnout.perc","dem.wins","mostly.dem","dem.2016","most.turnout.drop","most.turnout.drop","use.machines.prop","machine.most.used","all.machines","ftotinc"
"155","Columbia",2008,16661,56.9178737359934,12193,41.6541404755398,418,1.42798578846679,-4468,-15.2637332604537,"Dem","Obama",29272,NA,NA,8.53350560877301,-8.94981824548882,0.416312636715821,-5124,-17.4833238542618,-283,NA,3,"Mostly Dem","Rep2016",NA,"Large turnout change 2016",1,"Dominion","Mostly voting machines",NA
"156","Crawford",2008,4987,62.4859040220524,2830,35.4592156371382,164,2.05488034080942,-2157,-27.0266883849142,"Dem","Obama",7981,NA,NA,7.44393688645714,-8.04474464185459,0.600807755397435,-1181,-15.4886815283117,-478,NA,4,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0,NA,"Some or no voting machines",NA
"157","Dane",2008,205984,72.801557932982,73065,25.8235874163689,3890,1.37485465064908,-132919,-46.9779705166131,"Dem","Obama",282939,NA,NA,6.78417956514841,-7.12785452143215,0.34367495628374,-42236,-13.9120340865806,8690,NA,5,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",1,"Dominion","Mostly voting machines",152428.761832692
"158","Dodge",2008,19183,44.7960208299278,23015,53.7444831048736,625,1.45949606519861,3832,8.94846227494571,"Rep","McCain",42823,NA,NA,7.15166861051247,-7.60746565008855,0.455797039576089,-6679,-14.759134260601,-1513,NA,0,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",1,"Dominion","Mostly voting machines",NA
"159","Door",2008,10142,58.0172758995481,7112,40.6841713860763,227,1.29855271437561,-3030,-17.3331045134718,"Dem","Obama",17481,NA,NA,10.1812459412838,-10.2563122912434,0.0750663499596225,-3573,-20.4375582325273,-10,NA,2,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",1,"Dominion","Mostly voting machines",NA
"160","Douglas",2008,15830,65.7774453585972,7835,32.5563034987119,401,1.66625114269093,-7995,-33.2211418598853,"Dem","Obama",24066,NA,NA,0.120558869535373,-0.984808979947744,0.864250110412377,94,-1.10536784948312,-1121,NA,5,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",1,"Dominion","Mostly voting machines",NA
"161","Dunn",2008,13002,56.5574840140937,9566,41.6112053590848,421,1.83131062682152,-3436,-14.9462786550089,"Dem","Obama",22989,NA,NA,4.60253839006469,-5.33769849038872,0.735160100324026,-2276,-9.94023688045342,-183,NA,4,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0.733333333333333,"Dominion","Some or no voting machines",NA
"162","Eau Claire",2008,33146,60.2544991819669,20959,38.100345391747,905,1.64515542628613,-12187,-22.15415379022,"Dem","Obama",55010,NA,NA,6.01635498224471,-6.36995422764082,0.353599245396111,-6772,-12.3863092098855,-427,NA,5,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",1,"Dominion","Mostly voting machines",NA
"163","Florence",2008,1134,42.2346368715084,1512,56.3128491620112,39,1.45251396648045,378,14.0782122905028,"Rep","McCain",2685,NA,NA,5.78089237811631,-6.20550619775388,0.424613819637569,-332,-11.9863985758702,-39,NA,0,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0,NA,"Some or no voting machines",NA
"164","Fond du Lac",2008,23463,44.842612235537,28164,53.8271888079812,696,1.33019895648185,4701,8.98457657244424,"Rep","McCain",52323,NA,NA,8.61061887253824,-8.94338212497001,0.332763252431774,-9374,-17.5540009975083,-713,NA,0,"Mostly Rep","Rep2016",NA,"Large turnout change 2016",1,"ES&S","Mostly voting machines",NA
"165","Forest",2008,2673,57.0787956438181,1963,41.9175742045697,47,1.00363015161221,-710,-15.1612214392484,"Dem","Obama",4683,NA,NA,8.38871219728207,-8.69372018704681,0.305007989764747,-809,-17.0824323843289,-470,NA,2,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0,NA,"Some or no voting machines",NA
"166","Grant",2008,14875,61.1636513157895,9068,37.2861842105263,377,1.55016447368421,-5807,-23.8774671052632,"Dem","Obama",24320,NA,NA,10.2453485925469,-11.03553839872,0.790189806173128,-5151,-21.2808869912669,-944,NA,4,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0.192307692307692,"ES&S","Some or no voting machines",NA
"167","Green",2008,11502,62.0589187439301,6730,36.3116434660624,302,1.62943779000755,-4772,-25.7472752778677,"Dem","Obama",18534,NA,NA,9.58741501749429,-10.252363548405,0.664948530910666,-3694,-19.8397785658993,286,NA,5,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",1,"ES&S","Mostly voting machines",NA
"168","Green Lake",2008,4000,41.9463087248322,5393,56.554110738255,143,1.49958053691275,1393,14.6078020134228,"Rep","McCain",9536,NA,NA,6.52677640021048,-7.0340205252545,0.507244125044015,-1474,-13.560796925465,-642,NA,0,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.5625,"ES&S","Some or no voting machines",NA
"169","Iowa",2008,7987,66.7307210293258,3829,31.9909766897819,153,1.27830228089231,-4158,-34.7397443395438,"Dem","Obama",11969,NA,NA,9.9455193071124,-10.6497504669714,0.704231159858977,-2384,-20.5952697740838,-573,NA,5,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0.16,"ES&S","Some or no voting machines",NA
"170","Iron",2008,1914,55.7692307692308,1464,42.6573426573427,54,1.57342657342657,-450,-13.1118881118881,"Dem","Obama",3432,NA,NA,5.34386340650843,-5.91187621350035,0.568012806991925,-378,-11.2557396200088,-447,NA,2,"Mostly Rep","Rep2016",NA,"Large turnout change 2016",0,NA,"Some or no voting machines",NA
"171","Jackson",2008,5572,60.231326343098,3552,38.3958490973949,127,1.37282455950708,-2020,-21.8354772457032,"Dem","Obama",9251,NA,NA,6.26258276917249,-6.7100526093705,0.447469840198012,-1158,-12.972635378543,-475,NA,4,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0.037037037037037,"ES&S","Some or no voting machines",NA
"172","Jefferson",2008,21448,49.6872538572024,21096,48.8717972478339,622,1.44094889496363,-352,-0.815456609368489,"Dem","Obama",43166,NA,NA,7.12522132722498,-7.58314754618245,0.457926218957455,-6203,-14.7083688734074,1051,NA,1,"Mostly Rep","Rep2016",NA,"Large turnout change 2016",1,"ES&S","Mostly voting machines",NA
"173","Juneau",2008,6186,53.6513443191674,5148,44.6487424111015,196,1.69991326973114,-1038,-9.00260190806592,"Dem","Obama",11530,NA,NA,7.33096302827152,-7.6414264232147,0.310463394943189,-1777,-14.9723894514862,-849,NA,2,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.0357142857142857,"ES&S","Some or no voting machines",NA
"174","Kenosha",2008,45836,58.1756336544441,31609,40.1185444668672,1344,1.70582187868865,-14227,-18.0570891875769,"Dem","Obama",78789,NA,NA,5.69879270610061,-6.44423357259478,0.745440866494166,-9707,-12.1430262786954,2361,NA,4,"Mostly Dem","Rep2016",NA,"Large turnout change 2016",1,"ES&S","Mostly voting machines",80153.4771450022
"175","Kewaunee",2008,5902,54.7140076017428,4711,43.6729396495782,174,1.61305274867897,-1191,-11.0410679521646,"Dem","Obama",10787,NA,NA,8.80786016982587,-9.28545651825646,0.477596348430585,-1986,-18.0933166880823,-486,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",1,"ES&S","Mostly voting machines",NA
"176","La Crosse",2008,38524,60.938340346104,23701,37.4909044892278,993,1.57075516466829,-14823,-23.4474358568762,"Dem","Obama",63218,NA,NA,7.55543832473149,-8.03664797633166,0.481209651600182,-9942,-15.5920863010632,1082,NA,5,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",1,"ES&S","Mostly voting machines",96711.3737051733
"177","Lafayette",2008,4732,60.4265100242625,2984,38.1049674371089,115,1.46852253862853,-1748,-22.3215425871536,"Dem","Obama",7831,NA,NA,7.94677707242659,-8.73575740790776,0.788980335481174,-1275,-16.6825344803344,-557,NA,4,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0.0384615384615385,"ES&S","Some or no voting machines",NA
"178","Langlade",2008,5182,49.8173428186887,5081,48.8463756969813,139,1.33628148432994,-101,-0.970967121707368,"Dem","Obama",10402,NA,NA,6.91504915786155,-7.45667649734771,0.541627339486158,-1585,-14.3717256552093,-672,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.0526315789473684,"ES&S","Some or no voting machines",NA
"179","Lincoln",2008,8424,55.174220592088,6519,42.6971443542049,325,2.1286350537071,-1905,-12.4770762378832,"Dem","Obama",15268,NA,NA,7.50543078317084,-8.4111359005722,0.905705117401367,-2445,-15.916566683743,-432,NA,2,"Mostly Rep","Rep2016",NA,"Large turnout change 2016",1,"ES&S","Mostly voting machines",NA
"180","Manitowoc",2008,22428,52.8787664450417,19234,45.3482340736549,752,1.77299948130334,-3194,-7.53053237138681,"Dem","Obama",42414,NA,NA,6.11246209721565,-6.79624056402623,0.68377846681059,-5569,-12.9087026612419,-1746,NA,1,"Mostly Rep","Rep2016",NA,"Large turnout change 2016",0.566666666666667,"ES&S","Some or no voting machines",NA
"181","Marathon",2008,36367,53.5281130409185,30345,44.6644097733294,1228,1.80747718575213,-6022,-8.86370326758905,"Dem","Obama",67940,NA,NA,8.12779860785302,-8.80978173697783,0.681983129124796,-11517,-16.9375803448308,-119,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",1,"ES&S","Mostly voting machines",97035.3726290716
"182","Marinette",2008,11195,52.6699600094096,9726,45.7586450247001,334,1.57139496589038,-1469,-6.91131498470948,"Dem","Obama",21255,NA,NA,6.91333674941854,-7.52379772339153,0.610460973973001,-3145,-14.4371344728101,-1015,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.08,"ES&S","Some or no voting machines",NA
"183","Marquette",2008,4068,51.8480754524599,3654,46.5715014019883,124,1.58042314555187,-414,-5.27657405047158,"Dem","Obama",7846,NA,NA,7.19784541824963,-7.74016546128884,0.542320043039192,-1233,-14.9380108795385,-631,NA,2,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0,NA,"Some or no voting machines",NA
"184","Menominee",2008,1257,86.8093922651934,185,12.7762430939227,6,0.414364640883978,-1072,-74.0331491712707,"Dem","Obama",1448,NA,NA,4.2362928499887,-4.06586216923524,-0.170430680753449,52,-8.30215501922395,-262,NA,5,"Mostly Dem","Rep2016",NA,"Large turnout change 2016",1,"ES&S","Mostly voting machines",NA
"185","Milwaukee",2008,319819,67.3031111634876,149445,31.4493930874257,5928,1.24749574908668,-170374,-35.8537180760619,"Dem","Obama",475192,NA,NA,5.57959819473371,-5.93624382064419,0.356645625910481,-53008,-11.5158420153779,-7044,NA,5,"Mostly Dem","Rep2016",NA,"Large turnout change 2016",1,"ES&S","Mostly voting machines",139936.465798353
"186","Monroe",2008,10198,53.2477025898079,8666,45.2485380116959,288,1.50375939849624,-1532,-7.99916457811195,"Dem","Obama",19152,NA,NA,7.35939329247739,-7.80965979949362,0.450266507016237,-2934,-15.169053091971,-402,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.147058823529412,"ES&S","Some or no voting machines",NA
"187","Oconto",2008,9927,52.3355124420076,8755,46.156684943062,286,1.50780261493041,-1172,-6.17882749894559,"Dem","Obama",18968,NA,NA,9.22143746979379,-9.63294827912654,0.411510809332753,-3681,-18.8543857489203,-826,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.642857142857143,"ES&S","Some or no voting machines",NA
"188","Oneida",2008,11907,54.3029142153509,9630,43.9184566972226,390,1.77862908742646,-2277,-10.3844575181283,"Dem","Obama",21927,NA,NA,6.82344599991467,-7.58569503379967,0.762249033885011,-3164,-14.4091410337143,-112,NA,1,"Mostly Rep","Rep2016",NA,"Large turnout change 2016",0.619047619047619,"ES&S","Some or no voting machines",NA
"189","Outagamie",2008,50294,54.9283007328288,39677,43.3330056900713,1592,1.73869357709992,-10617,-11.5952950427574,"Dem","Obama",91563,NA,NA,10.3208604218904,-10.9734907008226,0.652630278932236,-19351,-21.294351122713,1513,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.67741935483871,"ES&S","Some or no voting machines",84720.3654280293
"190","Ozaukee",2008,20579,38.5627283800244,32172,60.2867047690434,614,1.15056685093226,11593,21.723976389019,"Rep","McCain",53365,NA,NA,5.1602544020488,-5.53016051983881,0.369906117790005,-5597,-10.6904149218876,333,NA,0,"Mostly Rep","Rep2016",NA,"Large turnout change 2016",1,"ES&S","Mostly voting machines",NA
"191","Pepin",2008,2102,55.7411827101565,1616,42.8533545478653,53,1.40546274197826,-486,-12.8878281622912,"Dem","Obama",3771,NA,NA,2.1012417362263,-2.71969021357101,0.618448477344709,-158,-4.82093194979731,-295,NA,4,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0,NA,"Some or no voting machines",NA
"192","Pierce",2008,11803,53.3903288551138,9812,44.3841317229837,492,2.22553942190256,-1991,-9.00619713213009,"Dem","Obama",22107,NA,NA,2.30237858998304,-3.32568725672011,1.02330866673709,-1252,-5.62806584670314,231,NA,3,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0.76,"ES&S","Mostly voting machines",NA
"193","Polk",2008,10876,48.0325045267853,11282,49.8255531510842,485,2.14194232213046,406,1.7930486242989,"Rep","McCain",22643,NA,NA,0.493892434711967,-1.63596240012201,1.14206996541004,-516,-2.12985483483398,-860,NA,0,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.285714285714286,"ES&S","Some or no voting machines",NA
"194","Portage",2008,24817,62.9521586931155,13810,35.031200852316,795,2.01664045456852,-11007,-27.9209578407996,"Dem","Obama",39422,NA,NA,6.84220258315942,-7.43690828245984,0.594705699300426,-5692,-14.2791108656193,461,NA,5,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0.407407407407407,"ES&S","Some or no voting machines",NA
"195","Price",2008,4559,55.6382719062729,3461,42.2382230900659,174,2.12350500366122,-1098,-13.400048816207,"Dem","Obama",8194,NA,NA,6.00914945962219,-6.96866952661788,0.95952006699569,-1061,-12.9778189862401,-569,NA,3,"Mostly Dem","Rep2016",NA,"Large turnout change 2016",0,NA,"Some or no voting machines",NA
"196","Racine",2008,53408,53.0673078833887,45954,45.6608572961587,1280,1.27183482045269,-7454,-7.40645058722999,"Dem","Obama",100642,NA,NA,5.58333147326351,-5.98482199575127,0.401490522487763,-11681,-11.5681534690148,-927,NA,2,"Mostly Rep","Rep2016",NA,"Large turnout change 2016",1,"ES&S","Mostly voting machines",81884.6753948655
"197","Richland",2008,5041,59.6568047337278,3298,39.0295857988166,111,1.31360946745562,-1743,-20.6272189349112,"Dem","Obama",8450,NA,NA,11.8754883855325,-12.3079938190178,0.432505433485345,-2078,-24.1834822045503,-970,NA,2,"Mostly Rep","Rep2016",NA,"Large turnout change 2016",0,NA,"Some or no voting machines",NA
"198","Rock",2008,50529,63.824224128131,27364,34.5640339021587,1276,1.61174196971037,-23165,-29.2601902259723,"Dem","Obama",79169,NA,NA,5.92340528097829,-6.62807832587597,0.704673044897682,-9718,-12.5514836068543,-1310,NA,5,"Mostly Dem","Rep2016",NA,"Large turnout change 2016",1,"ES&S","Mostly voting machines",106896.005801386
"199","Rusk",2008,3855,53.0115511551155,3253,44.7332233223322,164,2.25522552255226,-602,-8.27832783278328,"Dem","Obama",7272,NA,NA,4.82181985702039,-5.53800160513086,0.716181748110474,-767,-10.3598214621513,-655,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.0303030303030303,"ES&S","Some or no voting machines",NA
"200","Sauk",2008,18617,60.7882191601907,11562,37.75223666166,447,1.45954417814928,-7055,-23.0359824985307,"Dem","Obama",30626,NA,NA,9.14604537579381,-9.63902480396775,0.492979428173942,-5762,-18.7850701797616,209,NA,5,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",1,"ES&S","Mostly voting machines",NA
"201","Sawyer",2008,4765,52.4490919097413,4199,46.2190423775454,121,1.33186571271326,-566,-6.23004953219592,"Dem","Obama",9085,NA,NA,5.78665670398654,-6.15586505924714,0.369208355260603,-1106,-11.9425217632337,-368,NA,2,"Mostly Rep","Rep2016",NA,"Large turnout change 2016",0,NA,"Some or no voting machines",NA
"202","Shawano",2008,10259,51.0677485190901,9538,47.4787196973468,292,1.45353178356314,-721,-3.58902882174325,"Dem","Obama",20089,NA,NA,9.8419758632493,-10.3811783930384,0.539202529789155,-4214,-20.2231542562877,-910,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.5,"ES&S","Some or no voting machines",NA
"203","Sheboygan",2008,30395,48.9397330413641,30801,49.5934435731882,911,1.4668233854477,406,0.653710531824103,"Rep","McCain",62107,NA,NA,4.85510230284115,-5.42931091782976,0.574208614988613,-6444,-10.2844132206709,-518,NA,0,"Mostly Rep","Rep2016",NA,"Large turnout change 2016",1,"ES&S","Mostly voting machines",101703.533520971
"204","St. Croix",2008,21177,47.2479418129894,22837,50.9515628834698,807,1.80049530354075,1660,3.70362107048036,"Rep","McCain",44821,NA,NA,2.34773863383324,-3.2590263360832,0.911287702249966,-2235,-5.60676496991644,2986,NA,0,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.848484848484849,"ES&S","Mostly voting machines",NA
"205","Taylor",2008,4563,48.8230258934303,4586,49.0691204793495,197,2.1078536272202,23,0.24609458591911,"Rep","McCain",9346,NA,NA,8.6993750498801,-9.42401585094501,0.724640801064904,-1730,-18.1233909008251,-197,NA,0,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.222222222222222,"ES&S","Some or no voting machines",NA
"206","Trempealeau",2008,8321,62.4981222773021,4808,36.1123629262431,185,1.38951479645486,-3513,-26.385759351059,"Dem","Obama",13314,NA,NA,5.07385830347192,-5.68823442832955,0.614376124857647,-1316,-10.7620927318015,-748,NA,4,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0.115384615384615,"ES&S","Some or no voting machines",NA
"207","Vernon",2008,8463,60.1278863232682,5367,38.1314387211368,245,1.74067495559503,-3096,-21.9964476021314,"Dem","Obama",14075,NA,NA,6.74964449100145,-7.5000870451145,0.750442554113046,-1946,-14.2497315361159,-770,NA,4,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0.03125,"Dominion","Some or no voting machines",NA
"208","Vilas",2008,6491,47.2072727272727,7055,51.3090909090909,204,1.48363636363636,564,4.10181818181818,"Rep","McCain",13750,NA,NA,6.40595862928672,-6.93258885094338,0.526630221656646,-1878,-13.3385474802301,-252,NA,0,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",1,"Dominion","Mostly voting machines",NA
"209","Walworth",2008,24177,47.9493078418151,25485,50.5434135893063,760,1.50727856887866,1308,2.59410574749117,"Rep","McCain",50422,NA,NA,8.36502843794273,-8.80926774661415,0.444239308671423,-8269,-17.1742961845569,1976,NA,0,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",1,"Dominion","Mostly voting machines",96798.524939533
"210","Washburn",2008,4693,51.5035118525022,4303,47.2234416154522,116,1.27304653204565,-390,-4.28007023705004,"Dem","Obama",9112,NA,NA,2.3240407539342,-2.55182753893271,0.227786784998513,-447,-4.87586829286691,-455,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.04,"Dominion","Some or no voting machines",NA
"211","Washington",2008,25719,34.5634382013412,47729,64.1423983013264,963,1.29416349733238,22010,29.5789600999852,"Rep","McCain",74411,NA,NA,5.2618250532876,-5.73906498541099,0.477239932123392,-7397,-11.0008900386986,1944,NA,0,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",1,"Dominion","Mostly voting machines",NA
"212","Waukesha",2008,85339,36.6423783904473,145152,62.3245469027081,2406,1.03307470684466,59813,25.6821685122608,"Rep","McCain",232897,NA,NA,4.6815166201109,-4.9284407732642,0.246924153153309,-21487,-9.6099573933751,2534,NA,0,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",1,"Dominion","Mostly voting machines",139723.39827639
"213","Waupaca",2008,12952,50.7702559680138,12232,47.9479440241465,327,1.28180000783976,-720,-2.82231194386735,"Dem","Obama",25511,NA,NA,10.7613585112035,-11.1497055643462,0.38834705314264,-5869,-21.9110640755497,-1463,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.352941176470588,"Dominion","Some or no voting machines",NA
"214","Waushara",2008,5868,49.5231665119419,5770,48.6960924972572,211,1.78074099080091,-98,-0.827074014684783,"Dem","Obama",11849,NA,NA,6.59486339255601,-7.55084527834304,0.955981885787029,-1729,-14.1457086708991,-397,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.08,"Dominion","Some or no voting machines",NA
"215","Winnebago",2008,48167,54.9368705589835,37946,43.2793092829362,1564,1.78382015808023,-10221,-11.6575612760473,"Dem","Obama",87677,NA,NA,8.72372323856276,-9.25353644373314,0.529813205170388,-15820,-17.9772596822959,-919,NA,2,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",1,"Dominion","Mostly voting machines",108273.321258213
"216","Wood",2008,21710,55.5925432756325,16581,42.4587729181604,761,1.94868380620711,-5129,-13.1337703574721,"Dem","Obama",39052,NA,NA,8.3014849042417,-8.93001198863005,0.628527084388337,-6771,-17.2314968928718,-1019,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.882352941176471,"Dominion","Mostly voting machines",NA
"217","Adams",2004,5447,52.0944912012242,4890,46.7674062739097,119,1.13810252486611,-557,-5.32708492731447,"Dem","Kerry",10456,NA,NA,-0.845394713650762,3.76608990708215,-2.92069519343139,349,4.61148462073292,1340,NA,4,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0.368421052631579,"Dominion","Some or no voting machines",NA
"218","Ashland",2004,5805,63.1046852918795,3313,36.0147842156756,81,0.880530492444831,-2492,-27.0899010762039,"Dem","Kerry",9199,NA,NA,7.89555981659438,-2.48965177925467,-5.40590803733971,-1174,-10.3852115958491,1309,NA,5,"Mostly Dem","Rep2016",NA,"Large turnout change 2016",0.0625,"Dominion","Some or no voting machines",NA
"219","Barron",2004,11696,48.8615950202615,12030,50.2569244266199,211,0.881480553118603,334,1.39532940635835,"Rep","Bush",23937,NA,NA,4.00628955402358,0.779432465205083,-4.78572201922866,-586,-3.2268570888185,4033,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.228571428571429,"Dominion","Some or no voting machines",NA
"220","Bayfield",2004,5845,60.2639447365708,3754,38.7050211361996,100,1.03103412722961,-2091,-21.5589236003712,"Dem","Kerry",9699,NA,NA,6.6618137279741,-0.839717936327339,-5.82209579164677,-930,-7.50153166430144,1440,NA,5,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0.428571428571429,"Dominion","Some or no voting machines",NA
"221","Brown",2004,54935,44.5561016756695,67173,54.4819699255438,1186,0.96192839878664,12238,9.92586824987429,"Rep","Bush",123294,NA,NA,-1.00059830298851,4.13539530761103,-3.1347970046225,7076,5.13599361059954,15525,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",1,"Dominion","Mostly voting machines",92124.0198290683
"222","Buffalo",2004,3998,52.6676327229614,3502,46.133579238572,91,1.19878803846661,-496,-6.53405348438941,"Dem","Kerry",7591,NA,NA,3.92497348489485,0.387456666670168,-4.31243015156502,-297,-3.53751681822468,950,NA,4,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0.0434782608695652,"Dominion","Some or no voting machines",NA
"223","Burnett",2004,4499,48.2673532882738,4743,50.8850981654329,79,0.847548546293316,244,2.6177448771591,"Rep","Bush",9321,NA,NA,3.78201406609247,2.21622318076844,-5.9982372468609,-97,-1.56579088532403,1170,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0,NA,"Some or no voting machines",NA
"224","Calumet",2004,10290,40.7105554676373,14721,58.2410191485995,265,1.04842538376325,4431,17.5304636809622,"Rep","Bush",25276,NA,NA,-0.40840979029624,3.91204737339517,-3.50363758309893,1796,4.32045716369141,5329,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.941176470588235,"Dominion","Mostly voting machines",NA
"225","Chippewa",2004,14751,48.3259074826366,15450,50.6159087930809,323,1.05818372428253,699,2.29000131044424,"Rep","Bush",30524,NA,NA,2.08741743564162,1.57682271200494,-3.66424014764656,-34,-0.510594723636679,4351,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",1,"ES&S","Mostly voting machines",NA
"226","Clark",2004,6966,46.0561983471074,7966,52.6677685950413,193,1.27603305785124,1000,6.61157024793389,"Rep","Bush",15125,NA,NA,4.13804158691237,-0.063873217100884,-4.07416836981149,-530,-4.20191480401325,976,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.363636363636364,"Dominion","Some or no voting machines",NA
"227","Columbia",2004,14300,48.3843681272204,14956,50.6039587210286,299,1.01167315175097,656,2.21959059380815,"Rep","Bush",29555,NA,NA,-1.00008491534025,3.75594996658296,-2.75586505124273,1305,4.75603488192321,3968,NA,3,"Mostly Dem","Rep2016",NA,"Large turnout change 2016",1,"Dominion","Mostly voting machines",NA
"228","Crawford",2004,4656,55.0419671355952,3680,43.5039602789928,123,1.45407258541199,-976,-11.5380068566024,"Dem","Kerry",8459,NA,NA,0.876427508870862,2.60593485297169,-3.48236236184254,5,1.72950734410082,1065,NA,4,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0,NA,"Some or no voting machines",NA
"229","Dane",2004,181052,66.0173783678336,90369,32.9514419378011,2828,1.03117969436534,-90683,-33.0659364300326,"Dem","Kerry",274249,NA,NA,4.86862375429656,0.387067251994203,-5.25569100629076,-24156,-4.48155650230236,41510,NA,5,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",1,"Dominion","Mostly voting machines",152428.761832692
"230","Dodge",2004,16690,37.6443522194154,27201,61.3519487549621,445,1.00369902562252,10511,23.7075965355467,"Rep","Bush",44336,NA,NA,-1.02836203219599,3.8362329914545,-2.80787095925852,3407,4.86459502365049,6635,NA,0,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",1,"Dominion","Mostly voting machines",NA
"231","Door",2004,8367,47.8360299582642,8910,50.9404836773198,214,1.22348636441599,543,3.10445371905551,"Rep","Bush",17491,NA,NA,4.73484730386215,-0.37357676946079,-4.36127053440136,-707,-5.10842407332294,2271,NA,2,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",1,"Dominion","Mostly voting machines",NA
"232","Douglas",2004,16537,65.6568864890618,8448,33.5411124786596,202,0.802001032278556,-8089,-32.1157740104022,"Dem","Kerry",25187,NA,NA,3.03364867463263,1.61445625457411,-4.64810492920675,-1426,-1.41919242005852,3481,NA,5,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",1,"Dominion","Mostly voting machines",NA
"233","Dunn",2004,12039,51.954945624029,10879,46.9489038494735,254,1.0961505264975,-1160,-5.0060417745555,"Dem","Kerry",23172,NA,NA,4.5053853550171,0.849576379220011,-5.35496173423711,-899,-3.65580897579709,3842,NA,4,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0.733333333333333,"Dominion","Some or no voting machines",NA
"234","Eau Claire",2004,30068,54.2381441997222,24653,44.4702996193878,716,1.29155618089002,-5415,-9.76784458033443,"Dem","Kerry",55437,NA,NA,3.9446716148658,0.771082909205006,-4.71575452407082,-2258,-3.1735887056608,7562,NA,5,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",1,"Dominion","Mostly voting machines",NA
